category,description_cost,description_id,heatgenerated,instability,description_details,accuracymodifier,additionalimpactvfx,additionalimpactvfxscalex,additionalimpactvfxscaley,additionalimpactvfxscalez,aibattlevalue,alwaysindirectvisuals,ammocategoryid,ammunitiontypeid,amsdamage,amshitchance,aoecapable,aoedamage,aoeheatdamage,aoeinstability,aoerange,aparmorshardsmod,apcriticalchancemultiplier,apdamage,apmaxarmorthickness,armordamagemodifier,canbeexhaustedat,canthitunaffecedbypathing,chassistagsaccuracymodifiers_unit_powerarmor,chassistagsaccuracymodifiers_unit_vtol,clearminefieldradius,clusteringmodifier,colorchangerule,colorspeedchange,colorstable,criticalchancemultiplier,criticaldamagemodifier,damagemultiplier,damagepershot,damagevariance,description_name,description_purchasable,description_rarity,description_uiname,directfiremodifier,distantvariance,distantvariancereversed,evasivepipsignored,firedurationwithoutforest,fireonsuccesshit,fireterraincellradius,fireterrainchance,fireterrainstrength,flatjammingchance,hasshells,heatdamagepershot,heatgeneratedmodifier,hideifonlyvariant,hitgenerator,indirectfirecapable,isdamagemodifier,isdamagevariation,isstabilityvariation,longrange,maxmissradius,maxrange,maxshellsdistance,middlerange,minefield_aoedamage,minefield_aoeheat,minefield_aoeinstability,minefield_aoerange,minefield_canthitunaffecedbypathing,minefield_chance,minefield_count,minefield_damage,minefield_firedurationwithoutforest,minefield_fireonsuccesshit,minefield_fireterraincellradius,minefield_fireterrainchance,minefield_fireterrainstrength,minefield_heat,minefield_installcellrange,minefield_sfx,minefield_statuseffects,minefield_vfxmindistance,minefield_vfxprefab,minmissradius,minrange,minshellsdistance,missilehealth,projectilescale_x,projectilescale_y,projectilescale_z,projectilespeedmultiplier,projectilespershot,refiremodifier,shellsradius,shortrange,shotswhenfired,spreadrange,statuseffects,streak,tempdesignmaskcellradius,tempdesignmaskonimpact,tempdesignmaskonimpactturns,type,unguided,unseparateddamagemult,weaponeffectid
ArrowIV,0,Ammunition_ArrowIV_Fascam_Inferno,0,,"Massive rounds, designed for devastating impact, to be used in an AC/20.",5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,0.2,,,AC/20 Ammo,0,0,FASCAM-I,,,,,,,,,,,,,1,,,,1,,,,,,,,1,1,1,33,,0.7,60,1,2,1,4,1,2,1,15,enum:AudioEventList_explosion.explosion_propane_tank,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.98"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",30,vfxNstPrtl_vehicleCrushed_A,,,,20,,,,,,,,,,,,,,,,Normal,,,
ArrowIV,0,Ammunition_ArrowIV_Fascam,0,,"Massive rounds, designed for devastating impact, to be used in an AC/20.",5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,0.2,,,AC/20 Ammo,0,0,FASCAM,,,,,,,,,,,,,1,,,,1,,,,,,,,2,0,2,33,,0.7,60,1,0,1,,0.01,0,0,15,enum:AudioEventList_explosion.explosion_propane_tank,[],30,vfxNstPrtl_vehicleCrushed_A,,,,20,,,,,,,,,,,,,,,,Normal,,,
ArrowIV,0,Ammunition_ArrowIV,0,,"Massive rounds, designed for devastating impact, to be used in an AC/20.",,WFX_ExplosiveSmokeM,2,2,2,,,,,,,1,100,,50,75,,,,,1,,,,-50,15,,,,,,1,0.2,,,AC/20 Ammo,0,0,STD,,,,,0,1,6,0.02,15,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,Normal,,,
ArrowIVOS,0,Ammunition_ArrowIV_Oneshot,0,,"Massive rounds, designed for devastating impact, to be used in an AC/20.",,WFX_ExplosiveSmokeM,2,2,2,,,,,,,1,100,,50,75,,,,,1,,,,-50,15,,,,,,1,0.2,,,AC/20 Ammo,0,0,OS,,,,,0,1,6,0.02,15,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,Normal,,,
BombMine,0,Ammunition_Bomb_Minefield,0,,"Massive rounds, designed for devastating impact, to be used in an AC/20.",0,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,AC/20 Ammo,0,0,FASCAM,,,,,,1,,,,,,,1,1,,,1,,,,,,,,1,0,1,30,,0.5,15,3,0,0,,0.01,0,0,30,enum:AudioEventList_explosion.explosion_propane_tank,[],,,,,,,,,,,,,,,,,,,,,,Normal,,,
ChemLarge,0,Ammunition_ChemLarge,0,,GAUSS Ammo,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Chem Large Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
ChemLargeInternal,0,Ammunition_ChemLargeInternal,0,,GAUSS Ammo,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Chem Large Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
ChemMedium,0,Ammunition_ChemMedium,0,,GAUSS Ammo,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Chem Medium Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
ChemMediumInternal,0,Ammunition_ChemMediumInternal,0,,GAUSS Ammo,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Chem Medium Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
ChemSmall,0,Ammunition_ChemSmall,0,,GAUSS Ammo,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Chem Small Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
ChemSmallInternal,0,Ammunition_ChemSmallInternal,0,,GAUSS Ammo,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Chem Small Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
Flamer,0,Ammunition_Flamer,0,,Flamer Ammo. SHOULD NOT BE PURCHASABLE OR AVAILABLE!!! Flamers should have internal ammo only.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Flamer Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
Fluid,0,Ammunition_Fluid_Paint,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,50,,,,,,,,,,,,,,,1,,,-10,,,,,,,,1,,,,Fluid Ammo,0,0,Paint,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""This unit's vision is obscured by paint. Its base vision range is reduced by 50% and it suffers +2 Difficulty to all attacks until its next activation."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""AbilityDef_PaintSensorImpair"",""Name"":""OBSCURING PAINT""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""2.0"",""operation"":""Float_Add"",""statName"":""AccuracyModifier"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""Weapon"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null},{""Description"":{""Details"":""Reduces spotting distance by 250m"",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""Effect_PaintVisionReduced"",""Name"":""BLINDED""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""0.5"",""operation"":""Float_Multiply"",""statName"":""SpotterDistanceAbsolute"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null},{""Description"":{""Details"":""This unit is covered in high visibility paint"",""Icon"":""uixSvgIcon_artillery"",""Id"":""PinkPaint"",""Name"":""Florescent Paint""},""durationData"":{""clearedWhenAttacked"":false,""duration"":4,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.20"",""operation"":""Float_Multiply"",""statName"":""SpottingVisibilityMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
Fluid,0,Ammunition_Fluid_Oil,0,8,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,60,,,,,,,,,,,,,,,1,,,-10,,,,,,,,1,,,,Fluid Ammo,0,0,Oil,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""This unit is coated with oil. It will take 200% stability damage from all attacks until its next activation."",""Icon"":""uixSvgIcon_designMask_rough"",""Id"":""Effect_OilInstability"",""Name"":""OILSLICK""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""2.0"",""operation"":""Float_Multiply"",""statName"":""ReceivedInstabilityMultiplier""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""The Mech's Runspeed is impaired by 50%."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""OilMove-Effect"",""Name"":""Run Impaired""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""0.5"",""operation"":""Float_Multiply"",""statName"":""RunSpeed"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null},{""Description"":{""Details"":""The Mech's Walkspeed is impaired by 50%."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""OilMove-Effect2"",""Name"":""Walk Impaired""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""0.5"",""operation"":""Float_Multiply"",""statName"":""WalkSpeed"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null}]",,,,,Normal,,,
Fluid,0,Ammunition_Fluid_Inferno,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,70,,,,,,,,,,,,,,,1,,,-10,,,,,,,,1,,,,Fluid Ammo,0,0,Inferno,,,,,,1,,1,,,,8,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""This unit is coated with burning chemicals. It will gain 15 heat on its next activation."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_InfernoHeat"",""Name"":""INFERNO""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""-15"",""operation"":""Int_Add"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
Fluid,0,Ammunition_Fluid_Acid,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,80,,,,,,,,,,,,,,,1.5,,,-10,,,,,,,,1,,6,,Fluid Ammo,0,0,Acid,,,,,,,,,,,,,1,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""This unit is coated with corrosive Acid. It will take 30% increased Damage."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_Acid_Fluid_DMG"",""Name"":""Acid""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.3"",""operation"":""Float_Add"",""statName"":""DamageReductionMultiplierAll""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
GAUSS,0,Ammunition_GAUSS,0,,GAUSS Ammo,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Gauss Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
HGAUSS,0,Ammunition_HGAUSS,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Heavy Gauss Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
HMG,0,Ammunition_HMG_Tracer,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,-1,,,,,50,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,HMG Ammo,0,0,Tracer,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
HMG,0,Ammunition_HMG_Incendiary,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,60,,,,,,,,,,,,,,,1,,,,,,,t0,,"[{""C"":""#DC143C"",""I"":5}]",,1,,-1,,HMG Ammo,0,0,Incendiary,,,,,,,,0.01,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.98"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
HMG,0,Ammunition_HMG_HE,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,70,,,,,,,,,,,,,,,0.5,,,,,,,,,,2,1,,,,HMG Ammo,0,0,HE,,,,,,,,,,,,,1,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
HMG,0,Ammunition_HMG_AP,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,70,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,HMG Ammo,0,0,AP,,,,,,,,,,,,,1,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
HMG,0,Ammunition_HMG,0,,Large bore belted ammunition for 'Mech-mounted machine guns.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,HMG Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
HMRM,0,Ammunition_IHMRM,0,-1,"Medium range missiles, inferno.",0,,,,,90,,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#8B0000"",""I"":5}]",,1,0.5,,,Incendiary MRM Ammo,0,0,Incendiary,,,,,1,1,,0.01,1,,,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,"[{""Description"":{""Details"":""This unit is coated with burning chemicals."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_InfernoHMRMHeat"",""Name"":""INFERNO""},""durationData"":{""clearedWhenAttacked"":false,""duration"":1,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""1"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.97"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
HMRM,0,Ammunition_HMRM_Thunder,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",5,,,,,,1,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#8B008B"",""I"":5}]",,1,,-5,,LRM Ammo,0,0,Thunder,,,,,,,,,,,,,1,,,,1,,,,40,,,,3,0,3,22,1,0.35,1,2,,1,,0.01,,0,0,enum:AudioEventList_explosion.explosion_propane_tank,[],30,vfxNstPrtl_vehicleCrushed_A,10,,,3,,,,,,,,,,,,,,,,Normal,,,
HMRM,0,Ammunition_HMRM_Swarm,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",,,,,,,1,,,,,1,4,,1,45,,,,,1,,1,,,,,t0,5,"[{""C"":""#EBEB25"",""I"":5}]",-0.8,1,,-6,,LRM Ammo,0,0,Swarm,2,,,,,,,,,,,,1,,,,1,,,,30,,,,,,,,,,,,,,,,,,,,,,,10,,,3,,,,,,,,,,45,,,,,,Normal,,,
HMRM,0,Ammunition_HMRM_LK,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",-1,,,,,,,,,,0.25,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#00BFFF"",""I"":5}]",,1,,-1,,LRM Ammo,0,0,L-K,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Normal,,,
HMRM,0,Ammunition_HMRM_FTL,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",,,,,,,,,,,,,,,,,,,,,1,,,,,,36,t0,5,"[{""C"":""#44BBDF"",""I"":5}]",,1,,-1,,LRM Ammo,0,0,FTL,,,,,,,,,,,,,1,,Streak,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,Normal,,,
HMRM,0,Ammunition_HMRM_ER,0,,"Short range missiles, capable of dealing heavy damage at close range via shaped charge warheads.",,,,,,70,,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#779B88"",""I"":5}]",,1,,,,Extreme Range LRM Ammo,0,0,ER,,0.3,,,,,,,,,,,1,,,,1,,,140,,170,,90,,,,,,,,,,,,,,,,,,,,,90,,3,,,,1.25,,,,60,,,,,,,,Normal,,,
HMRM,0,Ammunition_HMRM_Apollo,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",-1,,,,,90,,,,,,,,,,,,,,,1,,,,,,2,t0,5,"[{""C"":""#454292"",""I"":5}]",,1,,-1,,LRM Ammo,0,0,Apollo,,,,1,,,,,,,,,1,,Cluster,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Normal,,,
HMRM,0,Ammunition_HMRM_AX,0,,"Short range missiles, capable of dealing heavy damage at close range via shaped charge warheads.",1,,,,,50,,,,,,,,,,,,,,,1.5,,,,,,,t0,5,"[{""C"":""#367F40"",""I"":5}]",,1,,-1,,HMRM Ammo,0,0,AX,,,,,,,,,,,,,1,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,"[{""Description"":{""Details"":""This unit is coated with corrosive Acid. It will take increased Damage."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_AcidHMRM"",""Name"":""Acid""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.01"",""operation"":""Float_Add"",""statName"":""DamageReductionMultiplierAll""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
HMRM,0,Ammunition_HMRM,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",,,,,,,,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#000000"",""I"":5}]",,,,,,HMRM Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Normal,,,
HVAC10,0,Ammunition_HVAC10,0,,"Large caliber rounds capable of dealing heavy damage, and designed to be used in an AC/10.",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,AC/10 Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
HVAC2,0,Ammunition_HVAC2,0,,Small caliber ammunition designed for long range fire in an AC/2.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,AC/2 Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,
