ammocategory,battlevalue,category,componentsubtype,componenttype,damage,description_cost,description_id,heatdamage,heatgenerated,instability,inventorysize,prefabidentifier,rangesplit,tonnage,description_details,aoecapable,accuracymodifier,allowedlocations,attackrecoil,bonusvaluea,bonusvalueb,canthitunaffecedbypathing,componenttags_items,componenttags_tagsetsourcefile,criticalchancemultiplier,criticalcomponent,custom_category,custom_flags,damagevariance,description_icon,description_manufacturer,description_model,description_name,description_purchasable,description_rarity,description_uiname,disallowedlocations,evasivedamagemultiplier,evasivepipsignored,fireonsuccesshit,fireterrainchance,indirectfirecapable,maxrange,minrange,overheateddamagemultiplier,projectilespershot,refiremodifier,shotswhenfired,startingammocapacity,type,weaponeffectid,weaponsubtype,statuseffects,ammocategoryid,custom_bonusdescriptions,missilehealth,amsshootseveryattack,aparmorshardsmod,apcriticalchancemultiplier,apmaxarmorthickness,auras,custom_inventorysorter,isaams,isams,modes,notuseinmelee,improvedballistic,additionalimpactvfx,additionalimpactvfxscalex,additionalimpactvfxscaley,additionalimpactvfxscalez,colorchangerule,colorstable,custom_componentexplosion,projectilescale_x,projectilescale_y,projectilescale_z,weaponcategoryid,ballisticdamageperpallet,damagenotdivided,distantvariance,distantvariancereversed,firedelaymultiplier,isdamagevariation,isheatvariation,isstabilityvariation,volleydivisor,cooldown,custom_armorrepair,custom_color,custom_linked,custom_workordercosts,structuredamage,canexplode,additionaldata,custom_lootable,damageonjamming,amshitchance,aoeeffectsfalloff,projectilespeedmultiplier,amsimmune,aoedamage,aoeinstability,aoerange,directfiremodifier,aoeheatdamage,alwaysindirectvisuals,hitgenerator,streak,clearminefieldradius,fireterraincellradius,fireterrainstrength,chassistagsaccuracymodifiers_unit_vtol,unguided,deferredeffect_aoedamage,deferredeffect_aoeheatdamage,deferredeffect_aoeinstability,deferredeffect_aoerange,deferredeffect_firedurationwithoutforest,deferredeffect_fireterraincellradius,deferredeffect_fireterrainchance,deferredeffect_fireterrainstrength,deferredeffect_rangecolor,deferredeffect_sfx,deferredeffect_terrainvfx,deferredeffect_terrainvfxscale,deferredeffect_vfx,deferredeffect_vfxtime,deferredeffect_damageapplytime,deferredeffect_id,deferredeffect_rounds,deferredeffect_statuseffects,deferredeffect_statuseffectsrangefalloff,deferredeffect_sticky,deferredeffect_tempdesignmask,deferredeffect_tempdesignmaskcellradius,deferredeffect_text,deferredeffect_waitvfx,alternatedamagecalc,disableclustering,chassistagsaccuracymodifiers_unit_powerarmor,clusteringmodifier,missilevolleyintervalmultiplier,missilevolleysize,statuseffectsperhit,spreadrange,colorspeedchange,flatjammingchance,shotsperammo,apdamage,gunneryjammingbase,gunneryjammingmult,evasivepipsmods_damage,evasivepipsmods_generatedheat,evasivepipsmods_instablility,firedurationwithoutforest,armordamagemodifier,custom_activatablecomponent,custom_armactuator,isdamagemodifier,custom_handheld,custom_mechconfiguration,evasivepipsmods_apcriticalchancemultiplier,evasivepipsmods_accuracymodifier,evasivepipsmods_criticalchancemultiplier,evasivepipsmods_flatjammingchance,evasivepipsmods_refiremodifier,custom_criticaleffects,custom_vehiclecriticaleffects,destroyonjamming,iffdef
"""NotSet""",0,,"""Weapon""","""Weapon""",2,28000,"""Weapon_PowerArmor_LMG""",0,0,0.2,1,"""MachineGun""","[60,90,120]",0.2,"""A Battle Armor Light Machine gun with enough ammo for any battle. \n\n<b><color=#ffcc00>Battle Armor Weapons can only be mounted on Powered Armor Units.</color></b> \n\n <b><color=#ffcc00>Requires no additional Ammo.</color></b> \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to switch firing mode</color> </b>""",false,-1,"""All""",0,"""""","""""",,"[""component_type_stock"",""range_close"",""paweapon""]","""""",1,false,"[{""CategoryID"":""w/s/m/pa""}]",,1,"""uixSvgIcon_weapon_Ballistic""","""CLAN""","""Machine Gun""","""MG""",true,10,"""BA LMG""","""All""",0,1,,,false,150,0,0,1,0,3,0,"""MachineGun""","""WeaponEffect-Weapon_MachineGun""","""MachineGun""",[],,"{""Bonuses"":[""BANOAMMO"",""BAWEAPON"",""PipsIgnored: +1"",""WpnAccuracy: +1"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +10""]}",,,0,0.5,1,,"{""SortKey"":""01502""}",,,,,true,,,,,,,,,,,"""BattleArmor""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",2,28000,"""Weapon_PowerArmor_MG""",0,0,0.2,1,"""MachineGun""","[60,90,120]",0.25,"""A Battle Armor Heavy Machine gun with enough ammo for any battle. \n\n<b><color=#ffcc00>Battle Armor Weapons can only be mounted on Powered Armor Units.</color></b> \n\n <b><color=#ffcc00>Requires no additional Ammo.</color></b> \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to switch firing mode</color> </b>""",false,-1,"""All""",0,"""""","""""",,"[""component_type_stock"",""range_close"",""paweapon""]","""""",1,false,"[{""CategoryID"":""w/s/m/pa""}]",,1,"""uixSvgIcon_weapon_Ballistic""","""CLAN""","""Machine Gun""","""MG""",true,10,"""BA HMG""","""All""",0,1,,,false,150,0,0,1,0,4,0,"""MachineGun""","""WeaponEffect-Weapon_MachineGun""","""MachineGun""",[],,"{""Bonuses"":[""BANOAMMO"",""BAWEAPON"",""PipsIgnored: +1"",""WpnAccuracy: +1"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +10""]}",,,0,0.5,1,,"{""SortKey"":""01502""}",,,,,true,,,,,,,,,,,"""BattleArmor""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",1,28000,"""Weapon_PowerArmor_MG_CLAN""",0,0,0.2,1,"""MachineGun""","[60,90,120]",0.15,"""A Battle Armor Machine gun with enough ammo for any battle. \n\n<b><color=#ffcc00>Battle Armor Weapons can only be mounted on Powered Armor Units.</color></b> \n\n <b><color=#ffcc00>Requires no additional Ammo.</color></b> \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to switch firing mode</color> </b>""",false,-1,"""All""",0,"""""","""""",,"[""component_type_stock"",""range_close"",""paweapon""]","""""",1,false,"[{""CategoryID"":""w/s/m/pa""}]",,1,"""uixSvgIcon_weapon_Ballistic""","""CLAN""","""Machine Gun""","""MG (C)""",true,10,"""BA MG (C)""","""All""",0,1,,,false,150,0,0,1,0,3,0,"""MachineGun""","""WeaponEffect-Weapon_MachineGun""","""MachineGun""",[],,"{""Bonuses"":[""BANOAMMO"",""BAWEAPON"",""PipsIgnored: +1"",""WpnAccuracy: +1""]}",,,0,0.5,1,,"{""SortKey"":""01502""}",,,,,true,,,,,,,,,,,"""BattleArmor""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""POD""",0,,"""Weapon""","""Weapon""",30,10000,"""Weapon_POD_A""",0,1,15,1,"""MachineGun""","[60,60,60]",0,"""An Anti-Personnel Pod (A-Pod) is a piece of equipment designed specifically for 'Mechs. When detonated, effectively fill an area 15 meters in diameter with deadly shrapnel. <b><color=#099ff2>VOLATILE!</color></b>""",true,-2,"""CenterTorso""",4,"""""","""""",true,"[""component_type_stock"",""range_close""]","""""",1.5,false,"[{""CategoryID"":""w/s/h/BoltOn""},{""CategoryID"":""BoltOn""}]",,0,"""uixSvgIcon_weapon_Ballistic""","""Solaris Arms""","""Explosive Canister""","""Anti-Personnel Pod""",true,0,"""A POD""","""All""",0,10,,,false,60,0,0,2,0,1,1,"""SRM""","""WeaponEffect-Weapon_SRM2""","""SRM2""",[],,"{""Bonuses"":[""IsMelee"",""BoltOn: 1"",""1shot"",""NoSelfHarm"",""AreaOfEffectDmg: 25"",""AreaOfEffect: 120"",""PipsIgnored: 10"",""AccuracyUnit: PowerArmor"",""AccuracyUnit2: +20"",""AccuracyUnit: Mech/Vehicle"",""AccuracyUnit2: -100"",""NoAA""]}",,,1,0.5,100,,"{""SortKey"":""04002""}",,,,,true,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,true,12,8,120,,,true,"""Cluster""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""HandsUsed"":false,""Tonnage"":1}",{},,,,,,,,,"""notblanksowontdamageselfbutcandamagefriendlies"""
"""MGInternal""",0,,"""Weapon""","""Weapon""",2,6000,"""Weapon_MachineGun_Minigun""",0,0,0.2,1,"""MachineGun""","[60,110,160]",0,"""Facing Raiders or just have Pest Problems? Need something to make some Noise or scare of the Wildlife? Look no further, our Patented 'Minigun' offers you Solution at Great Prices!. \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to switch firing mode</color> </b>""",false,0,"""CenterTorso""",0,"""""","""""",,"[""component_type_stock"",""range_close""]","""""",1,false,"[{""CategoryID"":""w/s/h/BoltOn""},{""CategoryID"":""BoltOn""}]","{""flags"":[""not_broken"",""not_destroyed""]}",0,"""uixSvgIcon_weapon_Ballistic""","""QuicSell""","""Minigun""","""Minigun""",true,0,"""Minigun""","""All""",0,0,,,false,190,0,0,1,0,8,100,"""MachineGun""","""WeaponEffect-Weapon_MachineGun""","""MachineGun""","[{""Description"":{""Details"":""Signature Statuseffect."",""Icon"":""uixSvgIcon_equipment_TTS"",""Id"":""BoltOnPenaltySensor"",""Name"":""BoltOn Sensor Penalty""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.04"",""operation"":""Float_Multiply"",""statName"":""SensorSignatureModifier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}},{""Description"":{""Details"":""Visibility Statuseffect."",""Icon"":""uixSvgIcon_equipment_TTS"",""Id"":""BoltOnPenaltyVisual"",""Name"":""BoltOn Visual Penalty""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.04"",""operation"":""Float_Multiply"",""statName"":""SpottingVisibilityMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}}]",,"{""Bonuses"":[""SpecialMelee: 2"",""WpnAccuracy: -1"",""InternalAmmoShot: 100"",""IsMG"",""Visibility: +4%"",""Signature: +4%"",""AccuracyUnit: Battle Armor"",""AccuracyUnit2: +10""]}",,,0,0.5,1,,"{""SortKey"":""01501""}",,,"[{""AIHitChanceCap"":0.1,""Id"":""x2"",""ShotsWhenFired"":-6,""UIName"":""x2"",""isBaseMode"":false},{""AIHitChanceCap"":0.15,""Id"":""x4"",""ShotsWhenFired"":-4,""UIName"":""x4"",""isBaseMode"":false},{""AIHitChanceCap"":0.2,""Id"":""x6"",""RefireModifier"":1,""ShotsWhenFired"":-2,""UIName"":""x6"",""isBaseMode"":false},{""AIHitChanceCap"":0.25,""FlatJammingChance"":0.1,""GunneryJammingBase"":5,""GunneryJammingMult"":0.015,""Id"":""x8"",""RefireModifier"":1,""UIName"":""x8"",""isBaseMode"":true},{""AIHitChanceCap"":0.3,""FlatJammingChance"":0.2,""GunneryJammingBase"":5,""GunneryJammingMult"":0.03,""Id"":""x10"",""RefireModifier"":2,""ShotsWhenFired"":2,""UIName"":""x10"",""isBaseMode"":false},{""AIHitChanceCap"":0.4,""FlatJammingChance"":0.3,""GunneryJammingBase"":5,""GunneryJammingMult"":0.045,""Id"":""x12"",""RefireModifier"":3,""ShotsWhenFired"":4,""UIName"":""x12"",""isBaseMode"":false}]",,true,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""HandsUsed"":false,""Tonnage"":2}",{},,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",7,200000,"""Weapon_Xenorauder_Tail""",0,0,10,1,"""Melee""","[25,25,40]",0,"""This 'Tail' is a collection of myomer supported sawblades with a piercing blade at the front mounted alongside the mechs spine.""",false,0,"""CenterTorso""",0,"""""","""""",true,"[""component_type_stock"",""range_close"",""BLACKLISTED""]","""""",2,false,"[{""CategoryID"":""w/s/h/BoltOn""},{""CategoryID"":""BoltOn""}]","{""flags"":[""not_broken"",""no_salvage"",""autorepair""]}",0,"""scorpion-tail""","""Weyland-Yutani""","""Piercing Spine""","""Piercing Spine Tail""",true,10,"""Tail""","""All""",0,0,,,false,40,0,0,2,0,3,0,"""Gauss""","""WeaponEffect-Weapon_GaussRifle""","""Gauss""",[],,"{""Bonuses"":[""BoltOn"",""SpecialMelee"",""ThroughArmorDamage: 3"",""TAC: +100%"",""NoAA""]}",,,1,2,100,,"{""SortKey"":""04001""}",,,,,,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,"{""HandsUsed"":false,""Tonnage"":6}",{},,,,,,,,,
"""Flamer""",0,,"""Weapon""","""Weapon""",7,460000,"""Weapon_PowerArmor_HEAVYPLASMA""",14,0,5,1,"""PPC""","[90,150,200]",0.35,"""A Battle Armor Heavy Plasma Rifle carrying 12 shots. \n\n<b><color=#ffcc00>Battle Armor Weapons can only be mounted on Powered Armor Units.</color></b>""",false,-1,"""All""",4,"""High Heat|2XDmg Vs OH|""","""Range Variance""",,"[""component_type_stock"",""range_standard"",""paweapon""]","""""",0,false,"[{""CategoryID"":""w/s/m/pa""}]",,0,"""plasma-bolt""","""Victory""","""Plasma Rifle""","""Plasma Rifle""",true,5,"""BA Heavy Plasma""","""All""",0,1,,0.2875,false,260,0,2,1,0,1,12,"""PPC""","""WeaponEffect-Weapon_PPC""","""PPCER""","[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.97"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""High energy residue reduces heat efficiency."",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""PA_PLASMA-Effect"",""Name"":""Plasma Residue""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""1.1"",""operation"":""Float_Multiply"",""statName"":""HeatGenerated"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""Weapon"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""SingleTarget"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null}]",,"{""Bonuses"":[""BAWEAPON"",""PipsIgnored: +1"",""WpnAccuracy: +1"",""OHDamage: X2"",""PLASMADEBUFF: 10%"",""DmgFallOff: 80%"",""IsPlasma""]}",,,0,0,1,,"{""SortKey"":""02016""}",,,,,true,,,,,"""t0""","[{""C"":""#ADFF2F"",""I"":5}]",,0.5,0.5,0.25,"""BattleArmor""",,,0.8,false,,true,true,true,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Flamer""",0,,"""Weapon""","""Weapon""",5,460000,"""Weapon_PowerArmor_PLASMA""",10,0,5,1,"""PPC""","[60,120,160]",0.25,"""A Battle Armor Plasma Rifle carrying 8 shots. \n\n<b><color=#ffcc00>Battle Armor Weapons can only be mounted on Powered Armor Units.</color></b>""",false,-1,"""All""",4,"""High Heat|2XDmg Vs OH|""","""Range Variance""",,"[""component_type_stock"",""range_standard"",""paweapon""]","""""",0,false,"[{""CategoryID"":""w/s/m/pa""}]",,0,"""plasma-bolt""","""Victory""","""Plasma Rifle""","""Plasma Rifle""",true,5,"""BA Plasma Rifle""","""All""",0,1,,0.2875,false,240,0,2,1,0,1,8,"""PPC""","""WeaponEffect-Weapon_PPC""","""PPCER""","[{""Description"":{""Details"":""High energy residue reduces heat efficiency."",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""PA_PLASMA-Effect"",""Name"":""Plasma Residue""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""1.1"",""operation"":""Float_Multiply"",""statName"":""HeatGenerated"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""Weapon"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""SingleTarget"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null}]",,"{""Bonuses"":[""BAWEAPON"",""PipsIgnored: +1"",""WpnAccuracy: +1"",""OHDamage: X2"",""PLASMADEBUFF: 10%"",""DmgFallOff: 75%"",""IsPlasma""]}",,,0,0,1,,"{""SortKey"":""02016""}",,,,,true,,,,,"""t0""","[{""C"":""#ADFF2F"",""I"":5}]",,0.5,0.5,0.25,"""BattleArmor""",,,0.75,false,,true,true,true,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Flamer""",0,,"""Weapon""","""Weapon""",5,460000,"""Weapon_PowerArmor_PLASMA_CLAN""",10,0,5,1,"""PPC""","[60,120,160]",0.4,"""A Battle Armor Plasma Rifle carrying 8 shots. \n\n<b><color=#ffcc00>Battle Armor Weapons can only be mounted on Powered Armor Units.</color></b>""",false,-1,"""All""",4,"""High Heat|2XDmg Vs OH|""","""Range Variance""",,"[""component_type_stock"",""range_standard"",""paweapon""]","""""",0,false,"[{""CategoryID"":""w/s/m/pa""}]",,0,"""plasma-bolt""","""Victory""","""Plasma Rifle""","""Plasma Rifle""",true,5,"""BA Plasma Rifle (C)""","""All""",0,1,,0.2875,false,240,0,2,1,0,1,8,"""PPC""","""WeaponEffect-Weapon_PPC""","""PPCER""","[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""High energy residue reduces heat efficiency."",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""PA_PLASMA-Effect"",""Name"":""Plasma Residue""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""1.1"",""operation"":""Float_Multiply"",""statName"":""HeatGenerated"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""Weapon"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""SingleTarget"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null}]",,"{""Bonuses"":[""BAWEAPON"",""PipsIgnored: +1"",""WpnAccuracy: +1"",""OHDamage: X2"",""PLASMADEBUFF: 10%"",""DmgFallOff: 75%"",""IsPlasma""]}",,,0,0,1,,"{""SortKey"":""02016""}",,,,,true,,,,,"""t0""","[{""C"":""#ADFF2F"",""I"":5}]",,0.5,0.5,0.25,"""BattleArmor""",,,0.75,false,,true,true,true,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",7,180000,"""Weapon_PowerArmor_PPC""",0,0,3,1,"""PPC""","[90,160,210]",0.25,"""A Battle Armor Support PPC. \n\n<b><color=#ffcc00>Battle Armor Weapons can only be mounted on Powered Armor Units.</color></b>""",false,-1,"""All""",3,"""""","""""",,"[""paweapon"",""component_type_stock"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/s/m/pa""}]",,0,"""PPC""","""Magna""","""Particle Projector Cannon""","""PPC""",true,0,"""BA PPC""","""All""",0,1,,,false,280,0,0,1,0,1,0,"""PPC""","""WeaponEffect-Weapon_PPC""","""PPC""","[{""Description"":{""Details"":""EM Interference reduces sensor efficiency."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""AbilityDefPPC"",""Name"":""SENSORS IMPAIRED""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""1"",""operation"":""Int_Add"",""statName"":""LV_ECM_JAMMED""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,"{""Bonuses"":[""BAWEAPON"",""PipsIgnored: +1"",""WpnAccuracy: +1"",""PPCDEBUFF: 1"",""MineClearanceBoom: 1""]}",,,0.2,0.113,58.5,,"{""SortKey"":""02011""}",,,,,,,,,,,,,,,,"""BattleArmor""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",15,180000,"""Weapon_PowerArmor_PPC_CLAN""",0,0,3,1,"""PPC""","[90,160,210]",0.2,"""A Battle Armor Support PPC. \n\n<b><color=#ffcc00>Battle Armor Weapons can only be mounted on Powered Armor Units.</color></b>""",false,-1,"""All""",3,"""""","""""",,"[""paweapon"",""component_type_stock"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/s/m/pa""}]",,0,"""PPC""","""Magna""","""Particle Projector Cannon""","""PPC""",true,0,"""BA PPC (C)""","""All""",0,1,,,false,280,0,0,1,0,1,0,"""PPC""","""WeaponEffect-Weapon_PPC""","""PPC""","[{""Description"":{""Details"":""EM Interference reduces sensor efficiency."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""AbilityDefPPC"",""Name"":""SENSORS IMPAIRED""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""1"",""operation"":""Int_Add"",""statName"":""LV_ECM_JAMMED""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,"{""Bonuses"":[""BAWEAPON"",""PipsIgnored: +1"",""WpnAccuracy: +1"",""PPCDEBUFF: 1"",""MineClearanceBoom: 1""]}",,,0.2,0.113,58.5,,"{""SortKey"":""02011""}",,,,,,,,,,,,,,,,"""BattleArmor""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
